CASH,SHORT_TERM_INV,NOTES_RECEIVABLE,ACCTS_RECEIVABLE,ACCTS_NOT_COLLECT,NOTES_ACC_REC_NET,PARTS_SUPPLIES_NET,PREPAID_ITEMS,CURR_ASSETS_OTH,CURR_ASSETS,INVEST_ASSOC_COMP,INVEST_REC_OTH,SPECIAL_FUNDS,INVEST_SPEC_FUNDS,FLIGHT_EQUIP,PROP_EQUIP_GROUND,DEPR_PR_EQ_GROUND,PROP_EQUIP_NET,LAND,EQUIP_DEP_ADV_PAY,CONSTRUCTION,LEASED_PROP_CAP,LEASED_PROP_ACC,PROP_EQUIP,PROP_EQUIP_NON_OP,DEPR_PR_EQ_NON_OP,PROP_EQUIP_NO_TOT,PRE_PAY_LONG_TERM,NON_AMORT_DEV,ASSETS_OTH_DEF,ASSETS_OTHER,ASSETS,LONG_DEBT_CUR_MAT,NOTES_PAY_BANKS,NOTES_PAY_OTHER,ACCTS_PAY_TRADE,ACCTS_PAY_OTHER,CURR_OB_CAP_LEASE,ACCR_SALARIES,ACCR_VACATION,ACCR_INTEREST,ACCR_TAXES,DIVIDENDS,LIAB_AIR_TRAFFIC,CURR_LIAB_OTH,CURR_LIABILITIES,LONG_TERM_DEBT,ADV_ASSOC_COMP,PENSION_LIAB,NON_REC_OB_CAP_LS,NON_REC_LIAB_OTH,NON_REC_LIAB,DEF_TAXES,DEF_TAX_CREDITS,DEF_CREDITS_OTH,DEF_CREDITS,PF_SHARES,PF_SHARES_NUM,COM_SHARES,UNISSUED_STOCK,CAPITAL_STOCK,ADD_CAPITAL_INV,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK_NUM,SH_HLD_EQUIT_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
13217.25,9492.06,,6258.24,,6258.24,,388.15,,29355.69,,,,,12604.30,3019.91,3395.36,12228.85,,,,,,12228.85,,,,,,8052.48,8052.48,49637.02,,,,9890.08,,,2060.57,610.06,287.62,4131.74,,9492.06,11808.10,38280.24,10062.00,,,,,10062.00,-4547.14,,,-4547.14,,,,,,2041.40,2041.40,3800.52,5841.92,,5841.92,49637.02,20204,MG,Champion Air,MG,Champion Air,06729,D,2,2,2001,1
15019.00,,,4680.00,,4680.00,,4494.00,5045.00,29238.00,,,,,125227.00,69845.00,22692.00,172380.00,,,,,,172380.00,,,,3674.00,,,3674.00,205292.00,,,,34380.00,3532.00,2123.00,,,,891.00,,14019.00,131283.00,186228.00,73944.00,,,,,73944.00,2634.00,,,2634.00,,,152.00,,152.00,88304.00,88456.00,-145970.00,-57514.00,,-57514.00,205292.00,20297,JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,06693,D,2,2,2001,3
16441.00,1261746.00,1522.00,428293.00,16840.00,412975.00,378975.00,277756.00,,2347893.00,5404224.00,75571.00,4829.00,5484624.00,6752630.00,1347713.00,3706646.00,4393697.00,7612.00,218694.00,340636.00,1104677.00,442624.00,5622692.00,448148.00,103008.00,345140.00,154094.00,136863.00,896732.00,1187689.00,14988038.00,148502.00,,10920.00,855314.00,82932.00,64273.00,145035.00,213151.00,109168.00,66410.00,,1616959.00,503778.00,3816442.00,3194914.00,,1099321.00,444767.00,332808.00,5071810.00,,,1272703.00,1272703.00,,,1.00,,1.00,1977576.00,1977577.00,2849506.00,4827083.00,,4827083.00,14988038.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,01600,D,3,3,2001,2
16496.00,2812030.00,1805.00,361228.00,18430.00,344603.00,369652.00,186398.00,,3729179.00,5389583.00,83329.00,4909.00,5477821.00,6623906.00,1358158.00,3483785.00,4498279.00,7612.00,243712.00,254948.00,1170546.00,450322.00,5724775.00,809665.00,397911.00,411754.00,227639.00,135493.00,909066.00,1272198.00,16615727.00,155568.00,,154335.00,895457.00,89024.00,66315.00,187713.00,205055.00,149970.00,75063.00,,1396855.00,669834.00,4045189.00,4477892.00,,1113763.00,536626.00,342238.00,6470519.00,,,1322677.00,1322677.00,,,1.00,,1.00,1916346.00,1916347.00,2860995.00,4777342.00,,4777342.00,16615727.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,01600,D,3,3,2001,3
16834.86,,,32827.74,373.77,32453.97,1713.98,6004.39,,57007.20,,,,,179126.88,23988.11,8294.31,194820.69,,141251.48,198.70,,,336270.87,,,,17374.18,,1937.55,19311.73,412589.80,43390.55,,26164.25,14256.18,,,6598.55,2165.93,1387.32,750.31,,39091.33,4823.98,138628.39,139067.30,,,,,139067.30,7799.60,,3303.40,11103.00,266.39,,43.49,,309.88,145006.08,145315.96,-21524.86,123791.10,,123791.10,412589.80,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,2,2,2001,2
17255.21,,1895.38,,,1895.38,,2079.28,421.79,21651.65,,,,,10714.21,7269.79,17326.31,657.69,,,,,,657.69,,,,,,,,22309.34,,,,21855.65,,,70.77,,,3.69,,,,21930.11,,,,,,,,,,,,,0.66,,0.66,,0.66,378.57,379.23,,379.23,22309.34,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06790,D,2,2,2001,4
17257.49,,,16066.45,276.14,15790.31,6205.50,12477.50,,51730.79,,,32675.01,32675.01,51590.78,11326.44,21602.68,41314.54,,,808.48,,,42123.02,,,,,,,,126528.82,44329.64,,,38122.27,50699.36,,1097.63,1545.16,166.59,2139.47,,36775.34,6803.97,181679.42,8410.96,,,,,8410.96,,,,,,,12.60,,12.60,49184.77,49197.36,-112758.93,-63561.56,,-63561.56,126528.82,20176,N7,National Airlines,N7,National Airlines,06737,D,2,2,2001,3
17344.83,,,43674.85,311.12,43363.74,5768.80,4001.62,8284.00,78762.98,1.00,,,1.00,272863.65,52398.34,122511.90,202750.08,1115.26,1500.00,27234.72,,,232600.06,,,,,,6603.85,6603.85,317967.89,1924.45,20000.00,,6293.52,2143.96,,858.37,5694.74,406.73,217.58,,64278.53,20115.12,121933.00,36120.18,,9311.48,,18373.98,63805.64,18998.00,,,18998.00,,,145.50,,145.50,11700.92,11846.41,117102.44,128948.86,15717.59,113231.26,317967.89,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,2001,2
17599.77,78153.65,,36907.55,,36907.55,8874.63,5309.25,83.79,146928.65,,,,,72593.52,21829.83,43161.54,51261.82,,,,2357.61,,53619.42,16500.05,7377.10,9122.95,,,13918.31,13918.31,223589.33,,,,11571.00,,,5905.72,1042.19,,2686.84,,48.41,22581.70,43835.85,,,,595.24,,595.24,,,9756.00,9756.00,,,202.88,16500.05,16702.93,49607.36,66310.29,103091.95,169402.24,,169402.24,223589.34,20170,XJ,Mesaba Airlines,XJ,Mesaba Airlines,06692,D,2,2,2001,2
17979.10,77451.89,,35688.37,,35688.37,8084.69,5486.19,,144690.23,,,,,70658.36,20756.47,43210.64,48204.18,,,,7036.52,,55240.70,16500.05,6995.78,9504.27,,,13393.86,13393.86,222829.06,230.16,,,12360.27,,,7054.56,1244.92,,2149.06,,46.86,21724.31,44810.14,,,,2151.55,,2151.55,,,10128.67,10128.67,,,202.88,16500.05,16702.93,49607.36,66310.29,99428.41,165738.70,,165738.70,222829.06,20170,XJ,Mesaba Airlines,XJ,Mesaba Airlines,06692,D,2,2,2001,1
18023.00,2231761.00,1252.00,434351.00,15198.00,420405.00,380639.00,309984.00,,3360812.00,5292418.00,40334.00,4854.00,5337606.00,6528217.00,1344970.00,3637136.00,4236051.00,7612.00,205904.00,393264.00,1046952.00,435890.00,5453893.00,458608.00,100358.00,358250.00,99511.00,133693.00,481599.00,714803.00,15225364.00,173153.00,,1110836.00,779272.00,88861.00,64916.00,290414.00,208541.00,92846.00,68708.00,,1499943.00,385118.00,4762608.00,2851064.00,,673535.00,487413.00,325341.00,4337353.00,,,1239776.00,1239776.00,,,1.00,,1.00,1978730.00,1978731.00,2906896.00,4885627.00,,4885627.00,15225364.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,01600,D,3,3,2001,1
18374.00,184.00,,131910.00,,131910.00,105394.00,218306.00,,474168.00,,,1712.00,1712.00,7165410.00,258118.00,2442476.00,4981052.00,,,86079.00,470676.00,64020.00,5473787.00,,,,-90723.00,,195697.00,104974.00,6054641.00,,,112695.00,,162946.00,37090.00,12949.00,33146.00,2961.00,12599.00,,,-210887.00,163499.00,,3013857.00,,396835.00,,3410692.00,1463289.00,,59841.00,1523130.00,,,10.00,,10.00,-84866.00,-84856.00,1042176.00,957320.00,,957320.00,6054641.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2001,1
19212.85,,,30227.54,4643.62,25583.92,10349.72,3819.09,0.14,58965.72,2421.59,889.03,1704.46,5015.07,52427.71,22941.76,35580.25,39789.22,,,1325.91,11874.94,849.92,52140.15,,,,30367.97,7081.48,1056.77,38506.22,154627.16,12209.76,,,51732.50,,938.29,2867.67,5988.90,88.09,480.98,-1.03,36415.82,15768.97,126489.94,,13957.00,13964.70,9671.51,11606.53,49199.73,-1.38,,1737.42,1736.04,42.17,32.39,2487.33,,2529.50,6999.51,9529.00,-32327.56,-22798.56,,-22798.56,154627.16,19678,AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,05045,D,2,2,2001,4
19540.00,,,25219.00,,25219.00,,5641.00,,50400.00,,,,,74292.00,,36018.00,38274.00,,,,9463.00,5205.00,42532.00,,,,18777.00,,520.00,19297.00,112229.00,1787.00,19756.00,,43432.00,,,7850.00,,,3158.00,,,4490.00,80473.00,40853.00,,2861.00,,19146.00,62860.00,,,,,,,12.00,,12.00,24165.00,24177.00,-42424.00,-18247.00,12857.00,-31104.00,112229.00,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,06930,D,2,2,2001,4
19802.29,,,31586.22,177.11,31409.11,5717.60,4116.05,7501.00,68546.04,1.00,,,1.00,255671.47,50510.85,108152.04,198030.27,1085.37,1000.00,32092.60,,,232208.24,,,,,,6894.74,6894.74,307650.03,959.61,20000.00,,6982.19,644.39,,1860.33,5425.89,98.20,553.29,,64690.55,24065.73,125280.17,20072.53,,8640.32,,17007.14,45719.99,20120.00,,,20120.00,,,145.50,,145.50,11687.26,11832.76,120453.43,132286.18,15756.31,116529.87,307650.03,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,2001,1
22848.00,2515053.00,1141.00,404653.00,20106.00,385688.00,323302.00,190937.00,,3437828.00,5515377.00,94790.00,4723.00,5614890.00,6723664.00,1364627.00,3520011.00,4568280.00,7612.00,265154.00,232626.00,1182053.00,458258.00,5797467.00,758870.00,384061.00,374809.00,32211.00,129707.00,1097191.00,1259109.00,16484103.00,195411.00,,4504.00,960067.00,45812.00,192901.00,147409.00,205033.00,125352.00,64697.00,,1211595.00,867347.00,4020128.00,4569808.00,,1418012.00,398860.00,341716.00,6728396.00,,,1291554.00,1291554.00,,,1.00,,1.00,1765142.00,1765143.00,2678882.00,4444025.00,,4444025.00,16484103.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,01600,D,3,3,2001,4
23134.99,62094.20,,33703.08,1065.58,32637.50,4170.23,12010.96,8306.87,142354.73,791.73,1341.07,285.97,2418.77,14361.37,37257.97,22502.66,29116.69,,,8660.08,5395.81,2113.87,41058.70,,,,45590.33,,55102.78,100693.11,286525.31,20231.70,,,50282.31,29.07,950.36,3753.36,11145.14,,1021.76,,104182.39,23539.89,215135.99,10709.62,,,2702.44,27353.21,40765.28,12141.28,,,12141.28,,,410.09,,410.09,81845.51,82255.60,-63772.84,18482.76,,18482.76,286525.31,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2,2,2001,1
23255.91,,,29738.35,2880.93,26857.42,10839.45,1772.33,6714.25,69439.36,2421.59,902.00,2155.12,5478.71,53046.27,22939.14,34886.59,41098.82,,,461.40,11819.14,721.26,52658.09,,,,38951.16,7728.94,191.43,46871.52,174447.68,9240.00,,,43370.16,,938.40,2580.27,6213.10,87.63,-1538.45,-1.03,43870.41,7380.89,112141.37,,13957.00,13721.79,9840.16,-2494.71,35024.23,15415.42,,1757.21,17172.63,42.17,32.39,2487.33,,2529.50,6999.51,9529.00,580.45,10109.45,,10109.45,174447.68,19678,AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,05045,D,2,2,2001,3
23314.00,1434505.00,,2515895.00,14118.00,2501777.00,450104.00,390034.00,40632.00,4840366.00,445726.00,809473.00,929826.00,2185025.00,14973992.00,3313614.00,5695747.00,12591859.00,8477.00,806116.00,900010.00,3044006.00,612683.00,16737785.00,584530.00,382098.00,202432.00,488412.00,,891773.00,1380185.00,25345793.00,330197.00,,,1154382.00,307965.00,252365.00,312276.00,385268.00,174602.00,106543.00,,1822161.00,2819870.00,7665629.00,4860111.00,52213.00,221622.00,2157145.00,2816822.00,10107913.00,1231974.00,,1051844.00,2283818.00,,,1.00,,1.00,3926689.00,3926690.00,1361743.00,5288433.00,,5288433.00,25345793.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2001,1
23349.82,,,8068.48,,8068.48,,493.90,864.21,32776.41,,,,,10308.28,7247.02,16738.08,817.22,,,,,,817.22,,,,,,,,33593.62,,,,32078.73,,,592.28,,,4.02,,,,32675.03,,,,,,,,,,,,,0.66,,0.66,,0.66,917.93,918.59,,918.59,33593.62,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06790,D,2,2,2001,1
24091.00,542.00,,129913.00,,129913.00,111451.00,43077.00,,309074.00,,,2469.00,2469.00,7866974.00,268615.00,2687223.00,5448366.00,,,21120.00,788180.00,82997.00,6174669.00,,,,9351.00,,154738.00,164089.00,6650301.00,,,61052.00,,245931.00,38159.00,13884.00,34103.00,6009.00,5932.00,,,63517.00,468587.00,,2880089.00,,607325.00,,3487414.00,1561339.00,,50405.00,1611744.00,,,10.00,,10.00,41560.00,41570.00,1040986.00,1082556.00,,1082556.00,6650301.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2001,4
25106.00,1035076.00,4700.00,545716.00,29115.00,521301.00,211255.00,177009.00,383240.00,2352987.00,2305566.00,55464.00,119111.00,2480141.00,6237913.00,1038629.00,2566892.00,4709650.00,6283.00,83017.00,136191.00,53441.00,34863.00,4953719.00,639761.00,458502.00,181259.00,401241.00,,1143061.00,1544302.00,11512408.00,119760.00,,,398814.00,43764.00,3219.00,121876.00,218845.00,52342.00,72895.00,,1189645.00,537158.00,2758318.00,3028979.00,,1114256.00,22563.00,2369174.00,6534972.00,,,604596.00,604596.00,,,1.00,,1.00,2610484.00,2610485.00,-995963.00,1614522.00,,1614522.00,11512408.00,20355,US,US Airways Inc.,US,US Airways Inc.,02040,D,3,3,2001,1
25401.00,648.00,,91548.00,,91548.00,110981.00,200952.00,,429530.00,,,3166.00,3166.00,7653645.00,262983.00,2598591.00,5318037.00,,,136881.00,587398.00,76985.00,5965331.00,,,,-157408.00,,140952.00,-16456.00,6381571.00,,,61052.00,,148400.00,38366.00,14532.00,33857.00,3371.00,-3664.00,,,-140012.00,155902.00,,3360184.00,,377519.00,,3737703.00,1525949.00,,49968.00,1575917.00,,,10.00,,10.00,-130680.00,-130670.00,1042719.00,912049.00,,912049.00,6381571.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2001,3
27483.40,,,29182.13,300.64,28881.49,1779.89,3330.31,,61475.09,,,,,166673.06,20525.30,6066.67,181131.69,,118053.39,107.64,,,299292.71,,,,14380.30,,2147.32,16527.62,377295.43,36686.52,,22987.16,10309.27,,,3935.66,1752.93,1080.48,487.51,,36486.58,3715.06,117441.15,135968.80,,,,,135968.80,3299.78,,2979.66,6279.44,266.39,,43.43,,309.82,144987.88,145297.70,-27691.66,117606.04,,117606.04,377295.43,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,2,2,2001,1
27610.31,,,29116.24,0.46,29115.78,8774.57,6301.16,,71801.81,,47.78,2169.86,2217.64,4278.63,1208.25,1136.24,4350.64,,,,,,4350.64,,,,1096.27,,45850.07,46946.34,125316.42,,,,35796.42,1078.01,,6799.68,5117.97,,1161.03,,54.98,2036.87,52044.95,,,,,51347.72,51347.72,,,11307.73,11307.73,,,153.00,,153.00,838.12,991.12,9624.91,10616.03,,10616.03,125316.42,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2001,3
27796.00,208.00,,133895.00,,133895.00,106534.00,205727.00,,474160.00,,,1776.00,1776.00,7308453.00,262715.00,2518574.00,5052594.00,,,201958.00,586364.00,71851.00,5769065.00,,,,-116062.00,,105774.00,-10288.00,6234713.00,,,114430.00,,167576.00,39874.00,19535.00,33303.00,5232.00,7012.00,,,-193228.00,193734.00,,3160750.00,,394176.00,,3554926.00,1488165.00,,54678.00,1542843.00,,,10.00,,10.00,-99163.00,-99153.00,1042363.00,943210.00,,943210.00,6234713.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2001,2
28226.25,76180.64,,28419.13,1094.83,27324.31,7307.95,11602.47,8920.70,159562.31,801.86,1580.47,287.15,2669.48,15586.88,39908.14,25025.91,30469.11,,,8756.89,4996.30,2385.68,41836.62,,,,41914.19,,55602.75,97516.93,301585.34,13558.70,,,55670.86,26.90,984.70,2971.58,12252.93,,850.81,,116224.16,23874.21,226414.84,10589.99,,,2550.10,28767.79,41907.88,12141.28,,,12141.28,,,410.16,,410.16,81881.96,82292.12,-61170.78,21121.34,,21121.34,301585.34,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2,2,2001,2
28980.45,48996.28,,57196.70,,57196.70,10212.86,5015.06,147.41,150548.76,,,,,75494.16,23606.14,52019.11,47081.19,,,,5849.75,,52930.94,16500.05,8523.05,7977.00,,,11348.93,11348.93,222805.62,,,,12593.70,,,6460.17,1140.03,,-115.18,,49.36,21290.96,41419.03,,,,363.76,,363.76,,,8637.99,8637.99,,,202.88,16500.05,16702.93,49607.36,66310.29,106074.56,172384.85,,172384.85,222805.62,20170,XJ,Mesaba Airlines,XJ,Mesaba Airlines,06692,D,2,2,2001,4
29069.00,1169772.00,4700.00,605329.00,31064.00,578965.00,226897.00,137778.00,424715.00,2567196.00,2291834.00,62294.00,114713.00,2468841.00,6417633.00,1050441.00,2622935.00,4845139.00,6283.00,24187.00,97081.00,92837.00,36057.00,5029470.00,614167.00,441857.00,172310.00,400277.00,,1089241.00,1489518.00,11727335.00,128782.00,,,397512.00,58126.00,3307.00,112537.00,224361.00,87386.00,65399.00,,1142935.00,617707.00,2838052.00,3118537.00,,1150881.00,58739.00,2347780.00,6675937.00,,,614831.00,614831.00,,,1.00,,1.00,2611652.00,2611653.00,-1013138.00,1598515.00,,1598515.00,11727335.00,20355,US,US Airways Inc.,US,US Airways Inc.,02040,D,3,3,2001,2
29501.00,941535.00,,2653896.00,37256.00,2616640.00,390377.00,310097.00,41068.00,4329218.00,615023.00,1368714.00,950870.00,2934607.00,15578766.00,3398972.00,5846389.00,13131349.00,8477.00,746163.00,871575.00,3021231.00,628061.00,17150734.00,589808.00,383034.00,206774.00,90601.00,,882751.00,973352.00,25594685.00,804958.00,,,1197230.00,256483.00,268636.00,283462.00,393712.00,162127.00,82001.00,,1890007.00,3044227.00,8382843.00,4521160.00,52213.00,306396.00,2060967.00,2943569.00,9884305.00,1169826.00,,1032054.00,2201880.00,,,1.00,,1.00,4057629.00,4057630.00,1068027.00,5125657.00,,5125657.00,25594685.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2001,2
30353.00,636622.00,40457.00,93946.00,1281.00,133122.00,39334.00,163374.00,,1002805.00,980.00,758.00,137.00,1875.00,1805440.00,285437.00,535413.00,1555464.00,6874.00,84032.00,32555.00,44381.00,35415.00,1687891.00,37710.00,10177.00,27533.00,27798.00,,17746.00,45544.00,2765648.00,34649.00,,,197013.00,2505.00,3130.00,30553.00,34992.00,10932.00,7535.00,,238296.00,135988.00,695593.00,857651.00,,25368.00,11791.00,141634.00,1036444.00,171599.00,,153991.00,325590.00,,,1.00,,1.00,324850.00,324851.00,383170.00,708021.00,,708021.00,2765648.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2001,3
32265.00,990033.00,4700.00,443050.00,21380.00,426370.00,192800.00,81337.00,70457.00,1793262.00,2306958.00,31107.00,180230.00,2518295.00,5503247.00,1050493.00,2404903.00,4148837.00,6283.00,31020.00,74437.00,95198.00,44797.00,4310978.00,1656965.00,1474344.00,182621.00,410874.00,,987002.00,1397876.00,10203032.00,155142.00,,,335985.00,219906.00,3491.00,145062.00,222051.00,91214.00,65571.00,,817476.00,876309.00,2932207.00,3456665.00,,1306149.00,58259.00,2233443.00,7054516.00,,,584747.00,584747.00,,,1.00,,1.00,2610605.00,2610606.00,-2979044.00,-368438.00,,-368438.00,10203032.00,20355,US,US Airways Inc.,US,US Airways Inc.,02040,D,3,3,2001,4
32290.38,70094.77,,34241.97,,34241.97,9972.07,5084.87,252.75,151936.80,,,,,74716.94,22320.20,47596.71,49440.42,,,,5781.79,,55222.21,16500.05,7950.07,8549.98,,,11322.24,11322.24,227031.23,,,,11431.83,,,6692.58,1181.04,,1.90,,41.05,24262.02,43610.43,,,,462.97,,462.97,,,9196.99,9196.99,,,202.88,16500.05,16702.93,49607.36,66310.29,107450.55,173760.84,,173760.84,227031.23,20170,XJ,Mesaba Airlines,XJ,Mesaba Airlines,06692,D,2,2,2001,3
35443.00,334933.00,51706.00,129254.00,1332.00,179628.00,36465.00,179037.00,,765506.00,980.00,758.00,138.00,1876.00,1742208.00,282819.00,511153.00,1513874.00,6894.00,82565.00,48124.00,44381.00,34888.00,1660950.00,37710.00,9662.00,28048.00,27340.00,,16046.00,43386.00,2499766.00,35526.00,,,190491.00,2303.00,3031.00,27964.00,33714.00,7288.00,8232.00,,295460.00,109075.00,713084.00,642591.00,,24820.00,13361.00,131922.00,812694.00,147978.00,,139235.00,287213.00,1.00,,,,1.00,324850.00,324851.00,361924.00,686775.00,,686775.00,2499766.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2001,2
37633.29,,,26173.08,556.18,25616.91,2303.51,5449.48,,71003.18,,,,,255787.24,25414.47,11112.35,270089.36,,139773.60,196.34,,,410059.29,,,,15022.20,,2093.70,17115.90,498178.38,54426.75,,25977.36,12753.45,,,8711.22,2811.44,2069.71,525.07,,45195.60,3755.15,156225.75,195615.85,,,,,195615.85,,,8598.04,8598.04,175639.60,,43.59,,175683.19,537.11,176220.30,-38481.57,137738.74,,137738.74,498178.38,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,2,2,2001,3
38718.37,,,6235.64,0.25,6235.39,9493.38,9001.23,133.16,63581.53,,50.03,,50.03,4683.52,1534.99,1293.65,4924.86,,,3678.72,,,8603.58,,,,1110.76,,47985.74,49096.50,121331.63,,,40000.00,33257.39,1121.03,,4588.69,4963.81,3392.88,1448.94,,25.54,7473.12,96271.39,,,,,10902.20,10902.20,,,9259.86,9259.86,,,153.00,,153.00,838.12,991.12,3907.07,4898.18,,4898.18,121331.63,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2001,4
42475.86,3733.19,40.50,171165.37,128139.02,43066.84,125093.53,245898.36,2095.86,462363.64,,44827.22,,44827.22,379868.77,45908.82,14632.76,411144.83,129.68,,3506.26,222181.71,2400.46,634562.02,,,,,,1239428.69,1239428.69,2381181.57,,,,465460.60,41574.67,46414.68,73785.98,72694.28,1283.23,-7454.66,,383514.99,197398.24,1274672.00,,,,469386.51,648849.60,1118236.11,,,2023.55,2023.55,,,,,,,,-13750.09,-13750.09,,-13750.09,2381181.57,20211,TW,Trans World Airways LLC,TW,Trans World Airways LLC,06757,D,3,3,2001,2
